"","Day","moduleColor","ontology","GO_term","GO_ID","Transcript_ID","Protein_name"
"14164","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111134830"," E3 ubiquitin-protein ligase Bre1-like"
"14166","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111127798"," RNA polymerase II-associated factor 1 homolog"
"14167","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111128103"," RNA polymerase-associated protein CTR9 homolog"
"14168","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111127266"," RNA polymerase-associated protein LEO1-like"
"14169","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111111171"," RNA polymerase-associated protein RTF1 homolog"
"14170","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111137104"," SWI/SNF complex subunit SMARCC2-like"
"14171","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111123066"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5-like"
"14172","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111127274"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5-like"
"14174","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111135329"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A-like"
"14177","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111103115"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like"
"14189","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111104153"," X-ray repair cross-complementing protein 5-like"
"14190","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111129829"," X-ray repair cross-complementing protein 5-like"
"14191","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111104162"," actin-related protein 6-like"
"14192","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111135331"," anaphase-promoting complex subunit 4-like"
"14194","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111126382"," calcineurin-binding protein cabin-1-like"
"14196","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111120345"," centromere protein C-like"
"14197","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111133527"," centromere protein N-like"
"14199","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111118366"," centromere protein X-like"
"14200","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111112024"," chromodomain-helicase-DNA-binding protein 1-like"
"14201","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111133987"," chromosome transmission fidelity protein 8 homolog"
"14202","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111127729"," condensin complex subunit 1-like"
"14205","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111099123"," condensin complex subunit 2-like"
"14206","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111134795"," condensin complex subunit 2-like"
"14207","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111134803"," condensin complex subunit 2-like"
"14210","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111100693"," condensin complex subunit 3-like"
"14212","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111122838"," condensin-2 complex subunit D3-like"
"14213","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111111493"," condensin-2 complex subunit H2-like"
"14214","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111133682"," double-strand-break repair protein rad21 homolog"
"14216","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111120660"," heterochromatin protein 1-binding protein 3-like"
"14218","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111124054"," histone H1, gonadal-like"
"14219","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111131719"," histone H1-delta-like"
"14220","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111131637"," histone H1-delta-like"
"14221","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111125871"," histone H1-delta-like"
"14222","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111124711"," histone H1.0-like"
"14223","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111130875"," histone acetyltransferase KAT5-like"
"14224","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111136050"," histone acetyltransferase KAT7-like"
"14225","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111119341"," histone acetyltransferase KAT8-like"
"14226","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111119940"," histone acetyltransferase KAT8-like"
"14227","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111121456"," histone chaperone asf1b-B-like"
"14228","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111131506"," histone-lysine N-methyltransferase SETDB1-like"
"14229","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111103635"," lysine-specific histone demethylase 1A-like"
"14230","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111109649"," lysine-specific histone demethylase 1A-like"
"14237","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111115365"," male-specific lethal 1 homolog"
"14238","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111126412"," male-specific lethal 3 homolog"
"14241","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111120165"," mitotic spindle assembly checkpoint protein MAD1-like"
"14242","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111118913"," mitotic spindle assembly checkpoint protein MAD1-like"
"14243","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111128054"," mortality factor 4-like protein 1"
"14244","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111137832"," muscle M-line assembly protein unc-89-like"
"14247","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111104148"," polycomb protein EED-like"
"14248","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111119597"," probable global transcription activator SNF2L2"
"14249","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111122365"," probable histone deacetylase 1-B"
"14251","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111133672"," protection of telomeres protein 1-like"
"14252","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111136239"," protein HIRA-like"
"14253","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111106945"," protein SET-like"
"14254","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111105716"," protein polybromo-1-like"
"14274","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111125710"," protein split ends-like"
"14276","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111102211"," structural maintenance of chromosomes flexible hinge domain-containing protein 1-like"
"14277","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111108057"," structural maintenance of chromosomes protein 1A-like"
"14278","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111107542"," structural maintenance of chromosomes protein 1A-like"
"14279","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111120956"," structural maintenance of chromosomes protein 2-like"
"14280","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111134732"," structural maintenance of chromosomes protein 3-like"
"14281","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111137570"," structural maintenance of chromosomes protein 4-like"
"14282","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111130482"," structural maintenance of chromosomes protein 5-like"
"14283","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111122516"," transcriptional adapter 2-alpha-like"
"14284","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111124573"," ubinuclein-1-like"
"14285","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111105213"," uncharacterized"
"14286","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111131277"," uncharacterized"
"14287","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111129178"," uncharacterized"
"14290","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111136246"," uncharacterized"
"14292","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111134187"," zinc finger HIT domain-containing protein 1-like"
"14293","Day0","turquoise","BP","chromosome organization","GO:0051276","LOC111113720"," zinc finger protein 280D-like"
"14295","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111115597"," altered inheritance of mitochondria protein 21-like"
"14296","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111135331"," anaphase-promoting complex subunit 4-like"
"14298","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111133527"," centromere protein N-like"
"14300","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111133987"," chromosome transmission fidelity protein 8 homolog"
"14301","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111127729"," condensin complex subunit 1-like"
"14304","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111134795"," condensin complex subunit 2-like"
"14305","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111134803"," condensin complex subunit 2-like"
"14307","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111099123"," condensin complex subunit 2-like"
"14309","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111100693"," condensin complex subunit 3-like"
"14311","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111122838"," condensin-2 complex subunit D3-like"
"14312","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111133682"," double-strand-break repair protein rad21 homolog"
"14314","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111118913"," mitotic spindle assembly checkpoint protein MAD1-like"
"14315","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111120165"," mitotic spindle assembly checkpoint protein MAD1-like"
"14316","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111130048"," spindle and kinetochore-associated protein 1-like"
"14320","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111138081"," spindle and kinetochore-associated protein 2-like"
"14322","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111108057"," structural maintenance of chromosomes protein 1A-like"
"14323","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111107542"," structural maintenance of chromosomes protein 1A-like"
"14324","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111130482"," structural maintenance of chromosomes protein 5-like"
"14325","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111113331"," trichohyalin-like"
"14326","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111136001"," uncharacterized"
"14328","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111131277"," uncharacterized"
"14331","Day0","turquoise","BP","chromosome segregation","GO:0007059","LOC111113720"," zinc finger protein 280D-like"
"14333","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111121005"," AP-1 complex-associated regulatory protein-like"
"14334","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111134329"," F-actin-capping protein subunit beta-like"
"14335","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111128552"," HAUS augmin-like complex subunit 1"
"14339","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111117852"," HAUS augmin-like complex subunit 3"
"14340","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111125042"," abnormal spindle-like microcephaly-associated protein homolog"
"14341","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111134890"," actin-depolymerizing factor 6-like"
"14342","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111115569"," actin-related protein 2/3 complex subunit 2-like"
"14344","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111135421"," actin-related protein 2/3 complex subunit 3-like"
"14345","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111106223"," actin-related protein 2/3 complex subunit 4-like"
"14347","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111114768"," actin-related protein 3"
"14349","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111131100"," adenylyl cyclase-associated protein 1-like"
"14353","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111122703"," advillin-like"
"14354","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111130837"," arpin-like"
"14355","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111136479"," calpain-5-like"
"14357","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111125363"," centrosomal protein of 135 kDa-like"
"14358","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111123494"," centrosomal protein of 135 kDa-like"
"14366","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111135793"," centrosomal protein of 70 kDa-like"
"14367","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111134585"," cilia- and flagella-associated protein 46-like"
"14370","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111101168"," coiled-coil domain-containing protein 39-like"
"14372","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111138333"," coiled-coil domain-containing protein 65-like"
"14373","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111138395"," coiled-coil domain-containing protein 65-like"
"14375","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111129389"," dynein regulatory complex protein 1-like"
"14376","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111120675"," fascin-like"
"14377","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111100906"," gamma-tubulin complex component 2-like"
"14381","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111138498"," gamma-tubulin complex component 3-like"
"14382","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111130093"," gamma-tubulin complex component 4-like"
"14383","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111136780"," gamma-tubulin complex component 6-like"
"14385","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111130302"," glia maturation factor beta-like"
"14387","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111115046"," kinesin-like protein KIF23"
"14389","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111118542"," lisH domain-containing protein FOPNL-like"
"14391","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111100563"," microtubule-associated protein 9-like"
"14392","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111119594"," microtubule-associated protein RP/EB family member 1-like"
"14404","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111112845"," microtubule-associated protein futsch-like"
"14405","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111109171"," nuclear protein MDM1-like"
"14406","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111130371"," nucleolar and spindle-associated protein 1-like"
"14408","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111124999"," pericentriolar material 1 protein-like"
"14411","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111124722"," pericentriolar material 1 protein-like"
"14420","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111100962"," protein ECT2-like"
"14422","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111129160"," protein kintoun-like"
"14423","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111133575"," protein moonraker-like"
"14426","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111132123"," protein regulator of cytokinesis 1-like"
"14432","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111101896"," rhotekin-like"
"14434","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111126185"," serine/threonine-protein kinase PLK4-like"
"14437","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111120125"," spindle and centriole-associated protein 1-like"
"14442","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111119250"," stathmin-like"
"14449","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111132949"," transforming acidic coiled-coil-containing protein 3-like"
"14450","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111099780"," trichohyalin-like"
"14451","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111119632"," trichohyalin-like"
"14452","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111114836"," tropomodulin-like"
"14454","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111115624"," tropomodulin-like"
"14462","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111130495"," tubulin polymerization-promoting protein family member 3-like"
"14463","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111110053"," twinfilin-1-like"
"14465","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111109750"," twinfilin-1-like"
"14467","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111130324"," uncharacterized"
"14469","Day0","turquoise","BP","cytoskeleton organization","GO:0007010","LOC111103497"," wiskott-Aldrich syndrome protein family member 2-like"
"14472","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111118600"," 2-oxoglutarate dehydrogenase, mitochondrial-like"
"14477","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111103886"," ATP-citrate synthase-like"
"14478","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111124867"," ATP-dependent 6-phosphofructokinase-like"
"14480","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111121844"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7-like"
"14481","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111133037"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like"
"14482","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111121515"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like"
"14483","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111104128"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like"
"14484","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111133766"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like"
"14485","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111102448"," NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like"
"14486","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111136515"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like"
"14487","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111101764"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"
"14488","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111103557"," NADP-dependent malic enzyme-like"
"14489","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111125575"," V-type proton ATPase catalytic subunit A-like"
"14490","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111100268"," V-type proton ATPase subunit E-like"
"14491","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111101124"," V-type proton ATPase subunit E-like"
"14492","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111100677"," V-type proton ATPase subunit E-like"
"14493","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111134337"," V-type proton ATPase subunit H-like"
"14495","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111119284"," acetyl-coenzyme A synthetase, cytoplasmic-like"
"14496","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111129260"," acylphosphatase-1-like"
"14497","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111128695"," acylphosphatase-1-like"
"14498","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111118136"," alcohol dehydrogenase class-3-like"
"14499","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111119958"," alcohol dehydrogenase class-3-like"
"14500","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111111213"," citrate synthase, mitochondrial-like"
"14502","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111118611"," cytochrome b-c1 complex subunit 6, mitochondrial-like"
"14503","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111101799"," cytochrome b-c1 complex subunit 7-like"
"14504","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111123658"," cytochrome b-c1 complex subunit 8-like"
"14505","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111126908"," cytochrome b-c1 complex subunit 8-like"
"14506","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111135946"," cytochrome b-c1 complex subunit Rieske, mitochondrial-like"
"14507","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111136161"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like"
"14508","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111133662"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like"
"14509","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111130521"," cytochrome c oxidase subunit 5A, mitochondrial-like"
"14511","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111118329"," cytochrome c oxidase subunit 5B, mitochondrial-like"
"14512","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111132762"," cytochrome c oxidase subunit 6A2, mitochondrial-like"
"14513","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111108359"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"14514","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111127323"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like"
"14515","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111131212"," dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like"
"14516","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111120691"," electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial-like"
"14517","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111136940"," fructose-bisphosphate aldolase-like"
"14518","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111132960"," fumarate hydratase class I, aerobic-like"
"14520","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111130667"," fumarate hydratase, mitochondrial-like"
"14521","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111137391"," glucose-6-phosphate isomerase-like"
"14522","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111136543"," glucose-6-phosphate isomerase-like"
"14523","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111135290"," glycogen [starch] synthase-like"
"14525","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111119678"," glycogen debranching enzyme-like"
"14526","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111118590"," inorganic pyrophosphatase-like"
"14527","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111101916"," isocitrate dehydrogenase [NADP] cytoplasmic-like"
"14528","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111103250"," isocitrate dehydrogenase [NADP], mitochondrial-like"
"14529","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111131515"," isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-like"
"14530","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111125610"," isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like"
"14531","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111109973"," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
"14532","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111110280"," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
"14545","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111129934"," malate dehydrogenase, cytoplasmic-like"
"14546","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111136621"," malate dehydrogenase, mitochondrial-like"
"14547","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111124359"," malate synthase-like"
"14548","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111135400"," phosphoenolpyruvate carboxykinase [GTP]-like"
"14549","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111122808"," phosphoglycerate kinase-like"
"14550","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111111035"," phosphoglycerate kinase-like"
"14551","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111109666"," probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12"
"14552","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111126983"," probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"
"14553","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111126886"," probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"
"14554","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111100351"," probable phosphoglycerate mutase"
"14555","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111131799"," putative malate dehydrogenase 1B"
"14556","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111128687"," pyruvate carboxylase, mitochondrial-like"
"14560","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111099657"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"14561","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111116965"," pyruvate kinase PKM-like"
"14570","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111127095"," succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
"14571","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111101642"," succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like"
"14572","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111105925"," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
"14574","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111105866"," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
"14576","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111119588"," succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like"
"14577","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111119623"," succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like"
"14581","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111132917"," triosephosphate isomerase-like"
"14582","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111102659"," uncharacterized"
"14583","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111100011"," uncharacterized"
"14585","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111124799"," uncharacterized"
"14586","Day0","turquoise","BP","generation of precursor metabolites and energy","GO:0006091","LOC111132341"," uncharacterized"
"14588","Day0","turquoise","BP","homeostatic process","GO:0042592","LOC111128755"," COMM domain-containing protein 1-like"
"14589","Day0","turquoise","BP","homeostatic process","GO:0042592","LOC111127309"," DNA repair protein RAD50-like"
"14590","Day0","turquoise","BP","homeostatic process","GO:0042592","LOC111127260"," DNA repair protein RAD50-like"
"14595","Day0","turquoise","BP","homeostatic process","GO:0042592","LOC111123256"," PDZ domain-containing protein 8-like"
"14596","Day0","turquoise","BP","homeostatic process","GO:0042592","LOC111137450"," SH3 domain-binding glutamic acid-rich-like protein 3"
