,Day,moduleColor,ontology,GO_term,GO_ID,Transcript_ID,Protein_name
6960,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111129399, NFX1-type zinc finger-containing protein 1-like
6961,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111134318, T-box transcription factor TBX2-B-like
6962,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111134319, T-box transcription factor TBX2-like
6967,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111119960, activating transcription factor of chaperone-like
6968,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111105474, brachyury protein-like
6969,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111115338, cAMP-responsive element modulator-like
6973,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111100957, cyclic AMP-dependent transcription factor ATF-7-like
6974,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111103513, cyclic AMP-responsive element-binding protein 3-like protein 1
6976,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111121080," doublesex and mab-3 related transcription factor 3, truncated-like"
6977,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111118485, ecdysone-induced protein 75B-like
6978,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111123084, ecdysone-induced protein 78C-like
6979,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111121836, eomesodermin-like
6980,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111121973, forkhead box protein J1-B-like
6981,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111100287, forkhead box protein O-like
6982,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111131303, fos-related antigen 2-like
6983,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111135254, heat shock factor protein-like
6984,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111118091, interferon regulatory factor 1-like
6985,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111112940, mothers against decapentaplegic homolog 3-like
6988,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111117024, mothers against decapentaplegic homolog 4-like
6991,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111118959, nuclear factor 1 X-type-like
6992,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111130344, nuclear factor erythroid 2-related factor 2-like
6994,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111133851, nuclear hormone receptor HR96-like
6995,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111135284, nuclear hormone receptor HR96-like
7005,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111129823, nuclear receptor ROR-beta-like
7014,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111114451, nuclear receptor subfamily 1 group D member 2-like
7017,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111121343, pituitary homeobox x-like
7019,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111131718, proto-oncogene c-Fos-like
7023,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111127137, retinoic acid receptor alpha-like
7025,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111135570, retinoic acid receptor alpha-like
7027,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111105324, runt-related transcription factor 1-like
7033,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111124726, signal transducer and activator of transcription 5A-like
7037,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111123278, signal transducer and activator of transcription 5B-like
7041,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111127848, steroid hormone receptor ERR2-like
7049,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111128344, thyrotroph embryonic factor-like
7050,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111126379, thyrotroph embryonic factor-like
7051,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111121277, transcription factor AP-2-epsilon-like
7052,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111099773, transcription factor AP-2-epsilon-like
7059,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111135214, transcription factor Dp-1-like
7062,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111135393, transcription factor E2F5-like
7064,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111104374, transcription factor E2F7-like
7065,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111125302, transcription factor GATA-4-like
7066,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111136115, transcription initiation factor TFIID subunit 4-like
7067,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111132210, transcriptional regulator ERG homolog
7068,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111135413, transcriptional regulator Erg-like
7069,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111111605, transcriptional repressor NF-X1-like
7072,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111133472, tumor protein 63-like
7073,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111123801, uncharacterized
7074,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111130178, uncharacterized
7075,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111101090, uncharacterized
7076,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111134463, uncharacterized
7077,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111128804, uncharacterized
7079,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111121296, uncharacterized
7088,Day1,brown,MF,DNA-binding transcription factor activity,GO:0003700,LOC111128416, uncharacterized
7093,Day1,brown,MF,GTPase activity,GO:0003924,LOC111101051, GPN-loop GTPase 1-like
7094,Day1,brown,MF,GTPase activity,GO:0003924,LOC111129883, GTP-binding protein 2-like
7095,Day1,brown,MF,GTPase activity,GO:0003924,LOC111099785, GTP-binding protein Di-Ras2-like
7096,Day1,brown,MF,GTPase activity,GO:0003924,LOC111135141, GTP-binding protein YPTM2-like
7097,Day1,brown,MF,GTPase activity,GO:0003924,LOC111129838, WD repeat-containing protein 82-like
7098,Day1,brown,MF,GTPase activity,GO:0003924,LOC111134146, cdc42 homolog
7099,Day1,brown,MF,GTPase activity,GO:0003924,LOC111131657, cell division control protein 42-like
7100,Day1,brown,MF,GTPase activity,GO:0003924,LOC111130298, cell division control protein 42-like
7101,Day1,brown,MF,GTPase activity,GO:0003924,LOC111125956, dynamin-1-like
7110,Day1,brown,MF,GTPase activity,GO:0003924,LOC111136213," dynamin-like 120 kDa protein, mitochondrial"
7113,Day1,brown,MF,GTPase activity,GO:0003924,LOC111103490, elongation factor 2-like
7114,Day1,brown,MF,GTPase activity,GO:0003924,LOC111131730, elongation factor 2-like
7115,Day1,brown,MF,GTPase activity,GO:0003924,LOC111103556, elongation factor 2-like
7116,Day1,brown,MF,GTPase activity,GO:0003924,LOC111134425, guanine nucleotide-binding protein G(o) subunit alpha
7118,Day1,brown,MF,GTPase activity,GO:0003924,LOC111112641, guanine nucleotide-binding protein G(q) subunit alpha-like
7119,Day1,brown,MF,GTPase activity,GO:0003924,LOC111102335, rab-like protein 2A
7120,Day1,brown,MF,GTPase activity,GO:0003924,LOC111132147, ras-like protein 3
7128,Day1,brown,MF,GTPase activity,GO:0003924,LOC111118435, ras-related C3 botulinum toxin substrate 1-like
7129,Day1,brown,MF,GTPase activity,GO:0003924,LOC111113268, ras-related protein M-Ras-like
7130,Day1,brown,MF,GTPase activity,GO:0003924,LOC111116971, ras-related protein Rab-11A
7131,Day1,brown,MF,GTPase activity,GO:0003924,LOC111130227, ras-related protein Rab-1A
7132,Day1,brown,MF,GTPase activity,GO:0003924,LOC111104179, ras-related protein Rab-21-like
7133,Day1,brown,MF,GTPase activity,GO:0003924,LOC111137218, ras-related protein Rab-28-like
7134,Day1,brown,MF,GTPase activity,GO:0003924,LOC111130499, ras-related protein Rab-32B-like
7135,Day1,brown,MF,GTPase activity,GO:0003924,LOC111132906, ras-related protein Rab-34-like
7136,Day1,brown,MF,GTPase activity,GO:0003924,LOC111135311, ras-related protein Rab-35-like
7137,Day1,brown,MF,GTPase activity,GO:0003924,LOC111105279, ras-related protein Rab-39B-like
7138,Day1,brown,MF,GTPase activity,GO:0003924,LOC111119749, ras-related protein Rab-40B-like
7139,Day1,brown,MF,GTPase activity,GO:0003924,LOC111108376, ras-related protein Rab-43-like
7140,Day1,brown,MF,GTPase activity,GO:0003924,LOC111125144, ras-related protein Rab-5B-like
7142,Day1,brown,MF,GTPase activity,GO:0003924,LOC111115065, ras-related protein Rab-8A-like
7145,Day1,brown,MF,GTPase activity,GO:0003924,LOC111125356, ras-related protein Rab-9A-like
7147,Day1,brown,MF,GTPase activity,GO:0003924,LOC111112915, ras-related protein Ral-A-like
7151,Day1,brown,MF,GTPase activity,GO:0003924,LOC111109768, ras-related protein rab7
7152,Day1,brown,MF,GTPase activity,GO:0003924,LOC111109862, ras-related protein rab7
7158,Day1,brown,MF,GTPase activity,GO:0003924,LOC111103869, rho GTPase-activating protein 190-like
7170,Day1,brown,MF,GTPase activity,GO:0003924,LOC111123746, tubulin beta chain-like
7171,Day1,brown,MF,GTPase activity,GO:0003924,LOC111136151, tubulin delta chain-like
7173,Day1,brown,MF,GTPase activity,GO:0003924,LOC111105158, uncharacterized
7174,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111136762, CLIP-associating protein 1-like
7175,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111134329, F-actin-capping protein subunit beta-like
7176,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111110297, FERM domain-containing protein 4A-like
7183,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111128800, FERM domain-containing protein 5-like
7188,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111106800, PX domain-containing protein kinase-like protein
7192,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111125754, TRAF3-interacting protein 1-like
7193,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111131100, adenylyl cyclase-associated protein 1-like
7197,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111131028, advillin-like
7201,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111112642, band 4.1-like protein 5
7205,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111100522, catenin alpha-2-like
7211,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111101228, centrosomal protein of 57 kDa-like
7212,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111122689, centrosome-associated protein 350-like
7217,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111130568, chromosome-associated kinesin KIF4-like
7218,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111118970, coiled-coil domain-containing protein 78-like
7220,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111129877, disheveled-associated activator of morphogenesis 1-A-like
7229,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111126389, dystonin-like
7230,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111134838, espin-like
7231,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111133445, flocculation protein FLO11-like
7232,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111122578, formin-J-like
7235,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111122167, formin-like protein 1
7240,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111115612, formin-like protein CG32138
7257,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111130093, gamma-tubulin complex component 4-like
7258,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111110630, gelsolin-like protein 2
7259,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111138334, growth arrest-specific protein 8-like
7260,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111133062, huntingtin-interacting protein 1-like
7268,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111121925, intraflagellar transport protein 74 homolog
7269,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111100645, intraflagellar transport protein 81 homolog
7270,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111136722, katanin p80 WD40 repeat-containing subunit B1-like
7274,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111112439, kinesin heavy chain-like
7275,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111124577, kinesin-associated protein 3-like
7277,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111133229, kinesin-like protein KIF12
7292,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111130940, kinesin-like protein KIF16B
7297,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111099548, kinesin-like protein KIF17
7298,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111112131, kinesin-like protein KIF21A
7313,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111108234, kinesin-like protein KIF28P
7315,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111134572, kinesin-like protein KIF28P
7316,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111108659, kinesin-like protein KIF28P
7318,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111129985, kinesin-like protein KIF28P
7335,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111121055, kinesin-like protein KIF2A
7336,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111126134, kinesin-like protein KIF3A
7338,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111136397, kinesin-like protein KIF6
7339,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111129880, kinesin-like protein KIF6
7340,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111122805, kinesin-like protein KIF9
7343,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111107851, kinesin-like protein KIN-14E
7346,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111133144, kinesin-like protein unc-104
7362,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111134655, merlin-like
7364,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111134024, metastasis suppressor protein 1-like
7365,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111118678," microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like"
7366,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111109994, microtubule-associated protein 2-like
7367,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111112845, microtubule-associated protein futsch-like
7368,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111138369, myosin-VIIa-like
7369,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111128980, nesprin-1-like
7370,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111129614, nesprin-1-like
7371,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111125198, protein Shroom3-like
7372,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111106750, protein bicaudal D-like
7374,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111099111, refilin-B-like
7375,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111138081, spindle and kinetochore-associated protein 2-like
7377,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111112605, talin-1-like
7403,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111127650, thymosin beta-like
7413,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111103866, titin homolog
7414,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111106830, trichohyalin-like
7431,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111114836, tropomodulin-like
7435,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111130498, uncharacterized
7436,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111126230, uncharacterized
7437,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111111571, uncharacterized
7446,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111100288, unconventional myosin-VI-like
7451,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111118026, unconventional myosin-XV-like
7466,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111136524, unconventional myosin-XVIIIa-like
7469,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111136109, unconventional myosin-XVIIIa-like
7484,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111105909, vezatin-like
7485,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111103497, wiskott-Aldrich syndrome protein family member 2-like
7486,Day1,brown,MF,cytoskeletal protein binding,GO:0008092,LOC111103294, wiskott-Aldrich syndrome protein family member 2-like
7490,Day1,brown,MF,enzyme binding,GO:0019899,LOC111130297, A-kinase anchor protein 13-like
7523,Day1,brown,MF,enzyme binding,GO:0019899,LOC111123747, C-Jun-amino-terminal kinase-interacting protein 4-like
7524,Day1,brown,MF,enzyme binding,GO:0019899,LOC111099531, CDK2-associated and cullin domain-containing protein 1-like
7525,Day1,brown,MF,enzyme binding,GO:0019899,LOC111107307," FYVE, RhoGEF and PH domain-containing protein 4-like"
7526,Day1,brown,MF,enzyme binding,GO:0019899,LOC111119457, Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like
7527,Day1,brown,MF,enzyme binding,GO:0019899,LOC111108124, IQ motif and SEC7 domain-containing protein 2-like
7542,Day1,brown,MF,enzyme binding,GO:0019899,LOC111108108, activating transcription factor 7-interacting protein 1-like
7544,Day1,brown,MF,enzyme binding,GO:0019899,LOC111132955, active breakpoint cluster region-related protein-like
7545,Day1,brown,MF,enzyme binding,GO:0019899,LOC111120187, brefeldin A-inhibited guanine nucleotide-exchange protein 1-like
7546,Day1,brown,MF,enzyme binding,GO:0019899,LOC111124955, cullin-1-like
7548,Day1,brown,MF,enzyme binding,GO:0019899,LOC111135325, cullin-4A-like
7549,Day1,brown,MF,enzyme binding,GO:0019899,LOC111125650, cyclin-Y-like protein 1
7551,Day1,brown,MF,enzyme binding,GO:0019899,LOC111108426, dedicator of cytokinesis protein 3-like
7555,Day1,brown,MF,enzyme binding,GO:0019899,LOC111138314, dedicator of cytokinesis protein 9-like
7577,Day1,brown,MF,enzyme binding,GO:0019899,LOC111129877, disheveled-associated activator of morphogenesis 1-A-like
7586,Day1,brown,MF,enzyme binding,GO:0019899,LOC111134059, double C2-like domain-containing protein beta
7594,Day1,brown,MF,enzyme binding,GO:0019899,LOC111117947, erlin-2-B-like
7596,Day1,brown,MF,enzyme binding,GO:0019899,LOC111129825, exportin-1-like
7598,Day1,brown,MF,enzyme binding,GO:0019899,LOC111110088, exportin-T-like
7601,Day1,brown,MF,enzyme binding,GO:0019899,LOC111122578, formin-J-like
7604,Day1,brown,MF,enzyme binding,GO:0019899,LOC111122167, formin-like protein 1
7609,Day1,brown,MF,enzyme binding,GO:0019899,LOC111115612, formin-like protein CG32138
7626,Day1,brown,MF,enzyme binding,GO:0019899,LOC111122753, glutamate--cysteine ligase regulatory subunit-like
7627,Day1,brown,MF,enzyme binding,GO:0019899,LOC111138334, growth arrest-specific protein 8-like
7628,Day1,brown,MF,enzyme binding,GO:0019899,LOC111134335, guanine nucleotide exchange factor DBS-like
7631,Day1,brown,MF,enzyme binding,GO:0019899,LOC111126562, importin subunit beta-1-like
7633,Day1,brown,MF,enzyme binding,GO:0019899,LOC111119931, importin-13-like
7634,Day1,brown,MF,enzyme binding,GO:0019899,LOC111137854, importin-4-like
7636,Day1,brown,MF,enzyme binding,GO:0019899,LOC111105248, intersectin-1-like
7637,Day1,brown,MF,enzyme binding,GO:0019899,LOC111135115, pleckstrin homology domain-containing family G member 4B-like
7642,Day1,brown,MF,enzyme binding,GO:0019899,LOC111099980, protein phosphatase 1 regulatory subunit 12A-like
7644,Day1,brown,MF,enzyme binding,GO:0019899,LOC111099870, protein phosphatase 1 regulatory subunit 12A-like
7673,Day1,brown,MF,enzyme binding,GO:0019899,LOC111129124, protein phosphatase 1 regulatory subunit 36-like
7676,Day1,brown,MF,enzyme binding,GO:0019899,LOC111108204, protein piccolo-like
7677,Day1,brown,MF,enzyme binding,GO:0019899,LOC111137825, protein piccolo-like
7679,Day1,brown,MF,enzyme binding,GO:0019899,LOC111103596, protein piccolo-like
7706,Day1,brown,MF,enzyme binding,GO:0019899,LOC111120742, ragulator complex protein LAMTOR2-like
7707,Day1,brown,MF,enzyme binding,GO:0019899,LOC111125960, ral guanine nucleotide dissociation stimulator-like
7711,Day1,brown,MF,enzyme binding,GO:0019899,LOC111121366, rap guanine nucleotide exchange factor 6-like
7712,Day1,brown,MF,enzyme binding,GO:0019899,LOC111119712, ras-GEF domain-containing family member 1B-like
7717,Day1,brown,MF,enzyme binding,GO:0019899,LOC111129693, regulating synaptic membrane exocytosis protein 2-like
7724,Day1,brown,MF,enzyme binding,GO:0019899,LOC111103223, rho GTPase-activating protein 20-like
7732,Day1,brown,MF,enzyme binding,GO:0019899,LOC111119736, rho-associated protein kinase 1-like
7734,Day1,brown,MF,enzyme binding,GO:0019899,LOC111125105, serine/threonine-protein kinase N2-like
7735,Day1,brown,MF,enzyme binding,GO:0019899,LOC111104027, transportin-3-like
7737,Day1,brown,MF,enzyme binding,GO:0019899,LOC111128639, uncharacterized
7738,Day1,brown,MF,enzyme binding,GO:0019899,LOC111106540, uncharacterized
7739,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111108412, 26S proteasome non-ATPase regulatory subunit 6-like
7740,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111101148, ADP-ribosylation factor GTPase-activating protein 2-like
7744,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111116974," ATPase inhibitor mai-2, mitochondrial-like"
7747,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111122068, BAG family molecular chaperone regulator 2-like
7748,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111116125, BPTI/Kunitz domain-containing protein 4-like
7750,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111123575, CD109 antigen-like
7752,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111124638, CD109 antigen-like
7754,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111124694, CD109 antigen-like
7770,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111132955, active breakpoint cluster region-related protein-like
7771,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111112749, alpha-1-macroglobulin-like
7772,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111112912, alpha-1-macroglobulin-like
7775,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111136389, amyloid beta A4 protein-like
7776,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111115654, antistasin-like
7777,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111124036," arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like"
7788,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111119982, cAMP-dependent protein kinase regulatory subunit-like
7789,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111108022, cAMP-dependent protein kinase type II regulatory subunit-like
7797,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111114853, cyclin-H-like
7800,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111114881, cystatin-B-like
7801,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111104275, cystatin-B-like
7802,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111124906, ecotropic viral integration site 5 ortholog-like
7807,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111120086, fizzy-related protein homolog
7808,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111136726, follistatin-related protein 3-like
7809,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111123646, ganglioside GM2 activator-like
7810,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111108649, inter-alpha-trypsin inhibitor heavy chain H3-like
7812,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111111632, kunitz-type serine protease inhibitor A-like
7813,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111116264, ornithine decarboxylase antizyme 3-like
7814,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111118072, phosphatidylinositol 3-kinase regulatory subunit alpha-like
7815,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111105859, protein HEXIM-like
7816,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111124578, protein phosphatase 1 regulatory subunit 11-like
7817,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111099980, protein phosphatase 1 regulatory subunit 12A-like
7818,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111099870, protein phosphatase 1 regulatory subunit 12A-like
7848,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111106577, rab GDP dissociation inhibitor beta-like
7849,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111133563, rab GTPase-binding effector protein 1-like
7854,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111126177, rab3 GTPase-activating protein catalytic subunit-like
7856,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111129967, ral GTPase-activating protein subunit alpha-1-like
7864,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111121366, rap guanine nucleotide exchange factor 6-like
7865,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111130544, ras GTPase-activating protein 1-like
7867,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111132672, regulator of G-protein signaling 12-like
7868,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111119153, rho GDP-dissociation inhibitor 1-like
7874,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111129890, serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform-like
7875,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111127981, serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform-like
7891,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111135380, serine/threonine-protein phosphatase 4 regulatory subunit 1-like
7894,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111108356, serine/threonine-protein phosphatase 4 regulatory subunit 2-A-like
7895,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111129117, signal-induced proliferation-associated 1-like protein 2
7902,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111105434, spondin-1-like
7908,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111126070, uncharacterized
7909,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111111017, uncharacterized
7911,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111129254, uncharacterized
7913,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111114528, uncharacterized
7914,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111111467, uncharacterized
7915,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111117030, uncharacterized
7918,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111115588, uncharacterized
7919,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111103976, uncharacterized
7920,Day1,brown,MF,enzyme regulator activity,GO:0030234,LOC111104400, uncharacterized
7921,Day1,brown,MF,ion binding,GO:0043167,LOC111136095," 1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial-like"
